Week,Unique Week,Season,Date,Home Ranking,Home Team,Home Score,Away Ranking,Away Team,Away Score,OT
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",1,Southern California,23,8,California,17,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",25,Ohio State,13,10,Wisconsin,24,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Maryland,7,NR,Georgia Tech,20,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",12,Georgia,14,13,Tennessee,19,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Colorado,14,16,Oklahoma State,42,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",4,Auburn,52,NR,Louisiana Tech,7,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Washington,21,NR,San Jose State,6,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Ball State,24,NR,Eastern Michigan,31,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Penn State,13,5,Purdue,20,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Washington State,38,NR,Oregon,41,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Idaho,14,NR,Louisiana-Monroe,16,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,North Carolina,30,NR,North Carolina State,24,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Central Florida,28,NR,Northern Illinois,30,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Akron,44,NR,Buffalo,21,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Air Force,28,NR,New Mexico,23,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,UCLA,37,NR,Arizona,17,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Syracuse,13,7,Florida State,17,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Texas Tech,70,NR,Nebraska,10,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Iowa State,3,23,Texas A&M,34,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Western Michigan,33,NR,Toledo,59,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Kansas,31,NR,Kansas State,28,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",22,Florida,21,20,LSU,24,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Utah State,23,NR,North Texas,31,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Rice,44,NR,Southern Methodist,10,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,New Mexico State,35,NR,La.-Lafayette,32,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Vanderbilt,34,NR,Rutgers,37,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Baylor,10,NR,Missouri,30,0.0
7.0,24.0,2004.0,"Sat. Oct. 9, 2004",NR,Fresno State,21,NR,Texas-El Paso,24,0.0
7.0,24.0,2004.0,"Sun. Oct. 10, 2004",NR,Hawaii,48,NR,Nevada,26,0.0
8.0,25.0,2004.0,"Wed. Oct. 13, 2004",NR,Connecticut,19,17,West Virginia,31,0.0
8.0,25.0,2004.0,"Thurs. Oct. 14, 2004",NR,Miami ,41,18,Louisville,38,0.0
8.0,25.0,2004.0,"Fri. Oct. 15, 2004",NR,UAB,41,NR,Texas Christian,25,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Kansas State,21,2,Oklahoma,31,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Illinois,19,14,Michigan,30,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",22,Florida,52,NR,Middle Tennessee,16,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Navy,9,NR,Notre Dame,27,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Rutgers,16,NR,Temple,6,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Pittsburgh,20,NR,Boston College,17,1.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Georgia Tech,24,NR,Duke,7,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Toledo,31,NR,Ohio,13,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Michigan State,51,19,Minnesota,17,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",12,Georgia,33,NR,Vanderbilt,3,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Virginia Tech,62,NR,Florida A&M,0,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Clemson,35,NR,Utah State,6,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Colorado,19,NR,Iowa State,14,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Buffalo,7,NR,Miami ,25,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Nebraska,59,NR,Baylor,27,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Western Michigan,31,NR,Eastern Michigan,35,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Memphis,49,NR,Tulane,24,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,UNLV,20,NR,New Mexico,24,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",9,Texas,28,NR,Missouri,20,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",1,Southern California,45,15,Arizona State,7,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Iowa,33,25,Ohio State,7,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",4,Auburn,38,NR,Arkansas,20,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Alabama,27,24,Southern Mississippi,3,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Maryland,3,NR,North Carolina State,13,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Louisiana-Monroe,28,NR,Florida International,20,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Washington,14,NR,Oregon State,29,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Oregon,28,NR,Arizona,14,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Northern Illinois,42,NR,Central Michigan,10,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Kent State,17,NR,Marshall,27,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Bowling Green,51,NR,Ball State,13,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Idaho,38,NR,La.-Lafayette,25,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",5,Purdue,17,10,Wisconsin,20,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Southern Methodist,10,NR,Louisiana Tech,41,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Central Florida,21,NR,Akron,26,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",16,Oklahoma State,20,23,Texas A&M,36,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Tulsa,42,21,Boise State,45,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",8,California,45,NR,UCLA,28,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Arkansas State,13,NR,Troy,9,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,South Florida,35,NR,Army,42,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,San Diego State,17,NR,Colorado State,21,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Kentucky,7,NR,South Carolina,12,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",7,Florida State,36,6,Virginia,3,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Mississippi,17,13,Tennessee,21,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Texas-El Paso,51,NR,Hawaii,20,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Nevada,35,NR,Rice,10,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",11,Utah,46,NR,North Carolina,16,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Brigham Young,24,NR,Wyoming,13,0.0
8.0,25.0,2004.0,"Sat. Oct. 16, 2004",NR,Washington State,17,NR,Stanford,23,0.0
9.0,26.0,2004.0,"Thurs. Oct. 21, 2004",15,West Virginia,27,NR,Syracuse,6,0.0
9.0,26.0,2004.0,"Fri. Oct. 22, 2004",14,Louisville,41,NR,South Florida,9,0.0
9.0,26.0,2004.0,"Fri. Oct. 22, 2004",NR,Colorado State,30,NR,Wyoming,7,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",6,Wisconsin,24,NR,Northwestern,12,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Penn State,4,23,Iowa,6,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Pittsburgh,41,NR,Rutgers,17,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Ohio State,30,NR,Indiana,7,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Clemson,10,NR,Maryland,7,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Connecticut,45,NR,Temple,31,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Mississippi State,38,NR,Florida,31,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",2,Oklahoma,41,NR,Kansas,10,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Duke,16,13,Virginia,37,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",16,Texas A&M,29,NR,Colorado,26,1.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Navy,14,NR,Rice,13,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",24,Minnesota,45,NR,Illinois,0,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Vanderbilt,19,NR,Eastern Kentucky,7,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Ohio,16,NR,Bowling Green,41,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Kansas State,45,NR,Nebraska,21,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",3,Auburn,42,NR,Kentucky,10,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Notre Dame,23,NR,Boston College,24,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Baylor,25,NR,Iowa State,26,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Air Force,24,NR,Brigham Young,41,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Middle Tennessee,34,NR,Idaho,14,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Louisiana Tech,27,NR,Texas-El Paso,44,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Western Michigan,38,NR,Northern Illinois,59,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Wake Forest,17,5,Florida State,20,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",11,Tennessee,17,NR,Alabama,13,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",17,Purdue,14,12,Michigan,16,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Missouri,17,20,Oklahoma State,20,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",20,Arizona State,48,NR,UCLA,42,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Tulane,59,NR,UAB,55,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Florida Atlantic,13,NR,Louisiana-Monroe,17,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Oregon State,38,NR,Washington State,19,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Marshall,48,NR,Buffalo,14,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Stanford,13,NR,Oregon,16,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,La.-Lafayette,27,NR,Arkansas State,24,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Akron,35,NR,Ball State,23,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",1,Southern California,38,NR,Washington,0,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,New Mexico,19,NR,San Diego State,9,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",9,Utah,63,NR,UNLV,28,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Texas Tech,21,8,Texas,51,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Arkansas,14,10,Georgia,20,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Arizona,0,7,California,38,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Toledo,27,NR,Central Michigan,22,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Texas Christian,34,NR,Houston,27,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",25,Southern Mississippi,51,NR,East Carolina,10,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,North Texas,36,NR,New Mexico State,26,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Miami ,43,NR,Central Florida,7,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Cincinnati,49,NR,Memphis,10,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,North Carolina State,31,NR,Miami ,45,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",19,LSU,24,NR,Troy,20,0.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",NR,Nevada,54,NR,Tulsa,48,1.0
9.0,26.0,2004.0,"Sat. Oct. 23, 2004",18,Boise State,33,NR,Fresno State,16,0.0
9.0,26.0,2004.0,"Sun. Oct. 24, 2004",NR,Hawaii,46,NR,San Jose State,28,0.0
10.0,27.0,2004.0,"Thurs. Oct. 28, 2004",NR,Georgia Tech,20,22,Virginia Tech,34,0.0
10.0,27.0,2004.0,"Fri. Oct. 29, 2004",18,Boise State,69,NR,Hawaii,3,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Rutgers,30,15,West Virginia,35,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",20,Oklahoma State,35,2,Oklahoma,38,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Northwestern,13,17,Purdue,10,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Illinois,13,23,Iowa,23,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Ohio State,21,NR,Penn State,10,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Wake Forest,24,NR,Duke,22,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Nebraska,24,NR,Missouri,3,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Clemson,26,NR,North Carolina State,20,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,South Carolina,29,11,Tennessee,43,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Central Michigan,24,NR,Western Michigan,21,1.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Syracuse,42,NR,Connecticut,30,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Navy,34,NR,Delaware,20,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Indiana,30,24,Minnesota,21,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Iowa State,13,NR,Kansas,7,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Mississippi State,22,NR,Kentucky,7,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Marshall,20,NR,Central Florida,3,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Colorado State,17,NR,New Mexico,26,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Wyoming,43,NR,Air Force,26,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Middle Tennessee,21,NR,Utah State,0,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Cincinnati,21,NR,TCU,10,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,East Carolina,38,NR,Army,28,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",12,Michigan,45,NR,Michigan State,37,1.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Maryland,20,5,Florida State,17,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Colorado,7,8,Texas,31,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",10,Georgia,31,NR,Florida,24,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,UCLA,21,NR,Stanford,0,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Kent State,42,NR,Ohio,16,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Troy,47,NR,Idaho,7,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,San Jose State,20,NR,Texas-El Paso,38,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Houston,24,NR,Tulane,3,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Ball State,31,NR,Northern Illinois,38,1.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Bowling Green,41,NR,Eastern Michigan,20,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,North Carolina,31,NR,Miami ,28,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Baylor,35,16,Texas A&M,34,1.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Washington State,12,1,Southern California,42,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Kansas State,25,NR,Texas Tech,35,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,North Texas,45,NR,Louisiana-Monroe,30,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Arizona,14,NR,Oregon State,28,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Oregon,31,NR,Washington,6,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Tulsa,39,NR,Rice,22,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Mississippi,14,3,Auburn,35,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",19,LSU,24,NR,Vanderbilt,7,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,New Mexico State,56,NR,Florida International,31,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,San Diego State,28,9,Utah,51,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",7,California,27,20,Arizona State,0,0.0
10.0,27.0,2004.0,"Sat. Oct. 30, 2004",NR,Fresno State,42,NR,Southern Methodist,0,0.0
11.0,28.0,2004.0,"Tues. Nov. 2, 2004",NR,Miami ,23,NR,Toledo,16,0.0
11.0,28.0,2004.0,"Wed. Nov. 3, 2004",NR,UAB,20,NR,South Florida,45,0.0
11.0,28.0,2004.0,"Thurs. Nov. 4, 2004",NR,Memphis,49,12,Louisville,56,0.0
11.0,28.0,2004.0,"Fri. Nov. 5, 2004",NR,Akron,31,NR,Marshall,28,0.0
11.0,28.0,2004.0,"Fri. Nov. 5, 2004",NR,La.-Lafayette,17,NR,North Texas,27,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,North Carolina,24,16,Virginia Tech,27,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",11,Florida State,29,NR,Duke,7,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Syracuse,38,NR,Pittsburgh,31,1.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Penn State,7,NR,Northwestern,14,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,North Carolina State,14,NR,Georgia Tech,24,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Michigan State,19,NR,Ohio State,32,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Kentucky,17,8,Georgia,62,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,South Carolina,35,NR,Arkansas,32,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Missouri,24,NR,Kansas State,35,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",13,West Virginia,42,NR,Temple,21,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Bowling Green,52,NR,Western Michigan,0,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Army,22,NR,Air Force,31,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Kansas,21,NR,Colorado,30,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Buffalo,7,NR,Kent State,33,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Texas Tech,42,NR,Baylor,17,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Iowa State,34,NR,Nebraska,27,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Illinois,26,NR,Indiana,22,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Vanderbilt,17,NR,Florida,34,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Southern Mississippi,24,NR,Cincinnati,52,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Brigham Young,49,NR,San Diego State,16,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Southern Methodist,41,NR,Tulsa,35,1.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Rice,21,NR,Fresno State,52,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",15,Tennessee,13,24,Notre Dame,17,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",4,Wisconsin,38,NR,Minnesota,14,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",10,Virginia,16,NR,Maryland,0,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",22,Texas A&M,35,2,Oklahoma,42,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",19,Iowa,23,NR,Purdue,21,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",21,Boston College,21,NR,Rutgers,10,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",5,California,28,NR,Oregon,27,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Troy,24,NR,Florida Atlantic,6,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,UCLA,29,NR,Washington State,31,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Washington,13,NR,Arizona,23,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Central Florida,16,NR,Ohio,17,1.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Eastern Michigan,61,NR,Central Michigan,58,1.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Idaho,45,NR,Arkansas State,31,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Houston,34,NR,East Carolina,24,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",20,Arizona State,34,NR,Stanford,31,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Alabama,30,NR,Mississippi State,14,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",6,Texas,56,25,Oklahoma State,35,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,UNLV,45,NR,Wyoming,53,1.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Tulane,42,NR,Navy,10,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Louisiana-Monroe,32,NR,Utah State,25,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Miami ,17,NR,Clemson,24,1.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,New Mexico State,44,NR,Middle Tennessee,10,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Nevada,42,NR,San Jose State,24,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",7,Utah,63,NR,Colorado State,31,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Oregon State,20,1,Southern California,28,0.0
11.0,28.0,2004.0,"Sat. Nov. 6, 2004",NR,Hawaii,34,NR,Louisiana Tech,23,0.0
12.0,29.0,2004.0,"Tues. Nov. 9, 2004",NR,Northern Illinois,17,NR,Toledo,31,0.0
12.0,29.0,2004.0,"Wed. Nov. 10, 2004",12,Louisville,55,NR,TCU,28,0.0
12.0,29.0,2004.0,"Thurs. Nov. 11, 2004",NR,Arkansas State,16,NR,Utah State,7,0.0
12.0,29.0,2004.0,"Thurs. Nov. 11, 2004",NR,North Carolina State,10,11,Florida State,17,0.0
12.0,29.0,2004.0,"Fri. Nov. 12, 2004",NR,Memphis,30,NR,Southern Mississippi,26,0.0
12.0,29.0,2004.0,"Fri. Nov. 12, 2004",NR,Fresno State,70,NR,Hawaii,14,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Minnesota,27,19,Iowa,29,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",9,Michigan,42,NR,Northwestern,20,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Kansas,23,6,Texas,27,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,San Jose State,49,14,Boise State,56,1.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",13,West Virginia,17,21,Boston College,36,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Wake Forest,24,NR,North Carolina,31,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Indiana,18,NR,Penn State,22,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Colorado State,45,NR,UNLV,10,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Brigham Young,14,NR,New Mexico,21,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Bowling Green,56,NR,Marshall,35,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Temple,34,NR,Syracuse,24,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Arkansas,35,NR,Mississippi,3,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Georgia Tech,30,NR,Connecticut,10,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Ohio,19,NR,Akron,31,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Duke,16,NR,Clemson,13,0.0
12.0,29.0,2004.0,"Sat. Nov. 13, 2004",NR,Kentucky,14,NR,Vanderbilt,13,0.0
