"","Rush.Att","Rush.Yard","Rush.TD","Pass.Att","Pass.Comp","Pass.Yard","Pass.TD","Pass.Int","Pass.Conv","Kickoff.Ret","Kickoff.Ret.Yard","Kickoff.Ret.TD","Punt.Ret","Punt.Ret.Yard","Punt.Ret.TD","Fum.Ret","Fum.Ret.Yard","Fum.Ret.TD","Int.Ret","Int.Ret.Yard","Int.Ret.TD","Misc.Ret","Misc.Ret.Yard","Misc.Ret.TD","Field.Goal.Att","Field.Goal.Made","Off.XP.Kick.Att","Off.XP.Kick.Made","Off.2XP.Att","Off.2XP.Made","Def.2XP.Att","Def.2XP.Made","Safety","Punt","Punt.Yard","Kickoff","Kickoff.Yard","Kickoff.Touchback","Kickoff.Out.Of.Bounds","Kickoff.Onside","Fumble","Fumble.Lost","Tackle.Solo","Tackle.Assist","Tackle.For.Loss","Tackle.For.Loss.Yard","Sack","Sack.Yard","QB.Hurry","Fumble.Forced","Pass.Broken.Up","Kick.Punt.Blocked","X1st.Down.Rush","X1st.Down.Pass","X1st.Down.Penalty","Time.Of.Possession","Penalty","Penalty.Yard","Third.Down.Att","Third.Down.Conv","Fourth.Down.Att","Fourth.Down.Conv","Red.Zone.Att","Red.Zone.TD","Red.Zone.Field.Goal"
"Misc.Ret.Yard",-0.104077795411945,-0.0805662501597576,-0.0739805886179348,0.0685773943276806,0.0466758328988305,0.0327303562891572,0.0327516229799531,0.0387682718482287,-0.0388694215249167,-0.00570948241964974,0.0313885867371113,-0.0263172260152325,0.0484135520279631,0.0383639337200541,0.0538533314361707,0.0377364465919954,0.000490283898597003,0.0482488492119452,0.009711546628931,-0.0365143445527069,0.0289078310286294,0.49588864289035,1,0.756622476255546,-0.019848526158327,-0.0314587037981046,-0.0045176111568037,-0.00332329958591246,-0.0557747195980952,-0.087604942939328,0.214909933714458,0.114350639139606,-0.0154749360000698,0.0722992674262407,0.0691879339665397,-0.0263369303859461,-0.0236541783846578,-0.0106393800426951,0.0699776849026035,0.0458252829862896,-0.00494089881751298,0.0396237323121991,-0.00379227923486128,0.0344179735783818,0.00880744836757308,0.0127302224344857,0.0213298932841739,0.0132941807920153,0.0231425359999812,0.054474145328624,0.0792708410500402,0.372482418123878,-0.0878043478670548,0.03134868488972,0.0696439531003736,-0.00477439300863536,0.132379742052777,0.0946620231230507,-0.0146603553925083,-0.0683448864800916,-0.0454676528986008,-0.0369706109497084,-0.0507890521350951,-0.0284296361366214,-0.0483068500667866
"Misc.Ret.TD",-0.0865131639769763,-0.0386415782851573,-0.0491491026900848,0.0665227793891959,0.0576803386357395,0.0582745515926938,0.0671179631374701,0.0192693316155233,-0.00313218704700329,-0.00842352616476756,0.014066032901362,-0.0175645440355119,0.0509053107593054,0.0585001304289351,0.0700549376435271,0.0749925031502087,0.0467501567383394,0.0677462005844624,-0.00789331062303394,-0.0425666119090907,0.0114224307166458,0.357446396554955,0.756622476255546,1,0.00643003109487544,0.00424154851633995,0.0358479327901462,0.0362819073910546,-0.021014602401591,-0.0571039924664869,0.181230958214832,0.14306735411585,-0.00443566408002006,0.00228738991310716,0.000712303585662727,0.0249539812419491,0.0229266239010376,-0.0109476836867437,0.114070359480014,0.0552624728208017,-0.0422568684102587,0.000209631025221563,0.0459812703325765,-0.0529093044422248,0.0395778424448427,0.0396697995318164,0.0452697707848658,0.0401700312778158,0.00715013303759333,0.0740393206946065,0.0663374809827891,0.284310260094169,-0.0441791221914721,0.0481831180455638,0.0509482687617408,-0.0075361141899742,0.147692091548157,0.113294338815139,-0.0458296730091725,-0.0375560583775178,-0.045714667291447,-0.0266625223553609,-0.00683238466980273,0.0164970042957342,-0.00920286553685847
"Field.Goal.Att",0.0275971256809976,0.0225796661495623,0.0295414349750196,0.00785018041976476,0.0158117874948709,0.0409446864922024,-0.0700952935719246,-0.119014953300023,-0.0511278327425447,-0.266520106733465,-0.207207389026074,0.0880650763989077,0.333923177352424,0.340048895145276,0.20825920046109,0.150203354153714,0.100344542028109,0.0979746086281482,0.307914780261449,0.257880628311933,0.148895695594741,-0.111114280727417,-0.019848526158327,0.00643003109487544,1,0.89977610487567,0.0156541023929591,0.0366611578507753,-0.0577862053577874,-0.0474347376885542,-0.0783833556873685,-0.0223980539422299,0.126352435019447,-0.138959855156533,-0.100308178134287,0.277491117825724,0.303307917785804,0.178869435387466,-0.0707156327040666,-0.096156411838827,-0.116489166584721,-0.118640507430256,-0.0739944608671392,-0.0471694309768037,0.306753159579804,0.314643369917029,0.287525297579701,0.298410352510477,0.173377949928391,0.0375222644424582,0.232455180476439,-0.0103712255388553,0.00544304133682166,0.0532849502795302,0.00474014468363446,0.100101176912875,-0.0127657917333962,-0.0201945488772126,0.0361856384430703,0.0338873738763702,-0.407020196592187,-0.274439823927691,0.217090141322218,-0.0128205635277378,0.791280537442174
"Field.Goal.Made",0.052338665841098,0.0712158955212316,0.0895854605900723,-0.0104119506516846,0.0179715610186766,0.0657342507777267,-0.0183390973141467,-0.146640533972509,-0.0663785739029404,-0.305004078883314,-0.246447966362779,0.0697929237920084,0.33510888456876,0.364411547847436,0.236278890213943,0.144617216444711,0.0889831527585334,0.115287422208041,0.296562243124159,0.26649948640026,0.178140268564575,-0.0979604050497897,-0.0314587037981046,0.00424154851633995,0.89977610487567,1,0.0940291444501012,0.121669087543389,-0.067857743552797,-0.0627680994534316,-0.0824846820616599,-0.0191418313685635,0.113953691736778,-0.167444414654759,-0.119206632431475,0.379753840607373,0.410838731498991,0.257810629935258,-0.0662083446226155,-0.103195566905795,-0.122506127877426,-0.119494980328437,-0.0756373648015457,-0.0710900690511522,0.326610577923724,0.347012307897262,0.334822188984713,0.345941733515806,0.172368199639721,0.0225941381578668,0.26436287226939,-0.0165582296829722,0.0450318311428382,0.0742075005562862,-0.0333334346144904,0.10169624474443,-0.0153118647596263,-0.00233976927196126,-0.0156596073731946,0.070280064602142,-0.455954986154544,-0.295214130577637,0.260832254629223,0.0568917279002292,0.877681137776461
"Off.XP.Kick.Att",0.229087210513631,0.506560484464121,0.755902094432996,0.127153048862837,0.312533246021438,0.503269358840556,0.713540065219256,-0.37226573705747,0.0699257163143202,-0.385813656964917,-0.272360933233753,0.187870985719528,0.2651971307474,0.345822898590452,0.213466775687477,0.0863253605654554,0.0607780141663998,0.0904641750846169,0.334930052272132,0.291046164666867,0.289108572339099,-0.00645639850006704,-0.0045176111568037,0.0358479327901462,0.0156541023929591,0.0940291444501012,1,0.994517432857842,0.0772490500711528,0.144957065124753,0.0484746040133936,0.100258883793339,0.0186366371623988,-0.722121157599674,-0.675768163721058,0.945453431992083,0.914834085675832,0.387483756629756,0.141206632020495,-0.132694795512543,-0.0980602903259143,-0.0725827412737087,0.114615291946105,-0.13391993018734,0.256075575405549,0.319184020788593,0.40078518135207,0.369765609644113,0.14945444532035,0.134579311150732,0.429866929083271,0.0245811365906759,0.493767267209351,0.463092731684677,0.0242296400696784,0.055909909743063,0.0614776327157352,0.118488583645147,-0.316041384833905,0.547775518710845,-0.0941665802277227,0.161537165277983,0.862388547718626,0.923228151977434,0.165045037668406
"Off.XP.Kick.Made",0.231663493456953,0.507638734534578,0.754841825827825,0.117977420865744,0.301995411917187,0.493826076133908,0.703155922909808,-0.371779239829499,0.0579316272090735,-0.389976845364122,-0.274935254886355,0.184186748159765,0.271403186954113,0.352030590244915,0.222218283742951,0.092555474956758,0.0607719146585646,0.0899486447865306,0.333508906069616,0.292759537811114,0.288221932837838,-0.0117178838572112,-0.00332329958591246,0.0362819073910546,0.0366611578507753,0.121669087543389,0.994517432857842,1,0.0631224250215082,0.135579430867783,0.0452102374933809,0.0990788997497313,0.0170577411641681,-0.716623541866318,-0.666313236913775,0.946622933507535,0.9197812722007,0.397955149859248,0.131794481305671,-0.130840986906316,-0.104876232795221,-0.0820554023581726,0.119173009164903,-0.140814786256926,0.259169082369511,0.322657586192798,0.406389758494671,0.375340442103499,0.160093386169389,0.137957781706052,0.437156529472858,0.0179640938828057,0.492907457637663,0.4534058969201,0.0161850808637437,0.0537348713103991,0.0503582624015233,0.10726911583854,-0.316516605922942,0.541996610666996,-0.111112360175882,0.154120203316299,0.854752095951926,0.914891339948914,0.186567448710909
"Off.2XP.Att",0.063793184234518,0.115194798664148,0.118340606825784,0.0527724294430446,0.0817067215479097,0.102535477527412,0.157399579321753,-0.0525121718215718,0.621990918035148,0.0271817344605035,0.0386150311008759,0.0820306465531743,-0.0339332162764745,0.00352936827035711,0.0519727908433703,0.013310921545782,7.05719386492906e-05,-0.0270479060023096,-0.0289938860224557,-0.0115554267167646,0.0241459952979804,-0.0204093766343322,-0.0557747195980952,-0.021014602401591,-0.0577862053577874,-0.067857743552797,0.0772490500711528,0.0631224250215082,1,0.763087320947032,0.0222894237957766,0.0457426806082208,-0.0215032427245772,-0.183313601980635,-0.195621677013133,0.135016659181722,0.108971067666097,0.027911717092387,0.0112387563945795,0.130040003436166,0.0291493024041148,0.0443832306647194,-0.0449140775064098,0.110241544215427,-0.0635198662788473,-0.0709578270091824,-0.066664109586301,-0.074159246541814,-0.0673734556586462,0.0918236522482929,0.0334275625081716,0.100364870893635,0.106693334671385,0.0983161188693257,0.117121196650507,-0.00554188110706536,0.104569553507887,0.110864912288995,0.00240824274821088,0.116948605425694,0.227986348144563,0.220977739754754,0.159910087595892,0.161227055352833,-0.0458901210720166
"Off.2XP.Made",0.151192238529708,0.205837661824802,0.206044315129026,-0.032167970556865,0.00101528517468997,0.051336115911836,0.127652312901215,-0.108502220122213,0.82826281804199,-0.0277818103536823,0.00804156041834068,0.115197296064036,-0.0010806190996393,0.0504052215617347,0.0954302689651497,-0.0299704053696513,-0.032026580627305,-0.0360851124333922,0.00624904054067191,0.0102731407430779,0.00612107216928302,-0.0443890976702866,-0.087604942939328,-0.0571039924664869,-0.0474347376885542,-0.0627680994534316,0.144957065124753,0.135579430867783,0.763087320947032,1,-0.0262692305083519,-0.0376062282341783,-0.0125618854464126,-0.219779134550905,-0.219413015512071,0.180272469677815,0.165777474820175,0.0606568819676128,-0.0191964880379029,0.0636449827261274,0.056542253848973,0.0739653145632209,-0.0182431829663995,0.0434707735245736,-0.00922069138161779,-0.0308858527581036,-0.00589176881211138,-0.0258104266889887,-0.0745738906190307,0.0646174400129332,0.076049445194209,0.0424338673147277,0.187096484183565,0.0420119334879508,0.0612477290599435,-0.00482292062697983,0.106349857864888,0.114876655867795,-0.0345640084516472,0.123445997773105,0.201841276477013,0.223481541239351,0.197499844104994,0.205189527102405,-0.0402653950999447
"Def.2XP.Att",-0.0716484311808019,-0.0730629619075175,-0.0516570042543659,0.0956688356700064,0.0886038312382139,0.0981175383060515,0.116355863416054,0.0734220726033054,0.0149325044045542,0.0841730448081818,0.0931637983714516,0.00315700428078434,-0.0494844370115436,0.00420916430215751,0.0328419672434793,0.0112777554841375,-0.0458760918578557,0.0603724532901615,0.00214789253185553,-0.00950563080510412,0.0386066971558414,0.172493619856302,0.214909933714458,0.181230958214832,-0.0783833556873685,-0.0824846820616599,0.0484746040133936,0.0452102374933809,0.0222894237957766,-0.0262692305083519,1,0.62190917460787,-0.0364902057928449,0.0504610555517264,0.0463583899603791,0.0116810349561244,-0.00368197745649803,-0.0177938900872618,0.065068085729949,0.0658209628154345,-0.0324210129505221,-0.00370716467343911,0.0346501977974248,0.0538600978309243,-0.0345117875747109,-0.0576767167971742,-0.0584546754605291,-0.0728205745269948,0.0612760983530496,-0.00707616804619222,0.0149272372829282,0.356995507556261,-0.0758709142659455,0.0918455373392769,0.0519534381863559,-0.0190678502934718,0.0790441308668403,0.0788806373387314,0.038995928477283,0.0198105247580548,-0.0126405516186681,-0.0267640280807431,-0.00158850217995194,0.0313919421861612,-0.0788557069956802
"Def.2XP.Made",-0.0427372983647436,-0.0190805509139664,0.0274918357289154,0.0698495587934274,0.0834174186142117,0.0945067145722142,0.119165079275636,0.0148639452774318,-0.0172912605575007,0.05596794448631,0.0545996876388551,0.0289578719272781,-0.00593583222265682,0.0476107789905771,0.0134803766015213,0.0327705536837888,0.0237113268930673,0.0414931149790559,0.0521273308646826,0.0378509504768523,0.0527058596221845,0.0765339785844529,0.114350639139606,0.14306735411585,-0.0223980539422299,-0.0191418313685635,0.100258883793339,0.0990788997497313,0.0457426806082208,-0.0376062282341783,0.62190917460787,1,0.00259599006161346,-0.00943891069765869,-0.00874193862819405,0.0819925772212668,0.0601231012510415,-0.0194065669925169,0.041187655227814,0.0390578188814093,-0.0930993469203684,-0.0629043544066007,0.00936748322931054,0.0498113378379777,0.00421730209801352,-0.0155145034462392,-0.0214774302593294,-0.0418310947538667,0.0516820199225082,0.0359966643508525,0.03937609021402,0.189798376646609,-0.0168544684058348,0.0842127035419803,0.00085409559265291,0.00817239985111907,0.0230771852604317,0.0223317300534554,-0.00061425272936223,0.0667108076415377,-0.079771577922349,-0.0651765583337458,0.0669591975285033,0.091435377232706,-0.0143655082513957
"Safety",-0.0212440567509461,-0.0343281549139184,-0.0286914003479585,0.0178082803070326,0.0225447156442209,0.0260103197500517,0.0370679804632985,0.0461093881751042,0.0257519204441525,-0.104739600860659,-0.0891925498589056,0.0298329223892163,0.193677111373752,0.138305246347731,0.0440156031565642,0.0126228105792923,0.00343458116086126,-0.00592736524390804,0.118181599315107,0.130973314225649,0.0990550373358658,-0.0460259694760322,-0.0154749360000698,-0.00443566408002006,0.126352435019447,0.113953691736778,0.0186366371623988,0.0170577411641681,-0.0215032427245772,-0.0125618854464126,-0.0364902057928449,0.00259599006161346,1,0.0232703120602798,0.00769210600352959,0.059862597978176,0.0714723224839918,0.0201821659740594,-0.017898490041783,-0.152902549965987,-0.00528818473865645,0.02532177469021,-0.0123454793430471,-0.0440872240751837,0.257679515992752,0.239530883986596,0.175359584851891,0.183124742287602,0.115555972716052,0.0255507978945876,0.077428554600514,0.00785674962869231,-0.042479852154717,0.0283576779495646,-0.0597954784267663,0.0407447571868043,0.040577792088185,0.00317260791209547,0.012842963956933,0.00545183231074629,-0.144241917465944,-0.114887098028786,0.0706406662302426,0.0171153663925836,0.133278594727235
"Punt",-0.260253055489539,-0.510528218122586,-0.651257105917084,0.0709986650201858,-0.123542729267625,-0.302967739560924,-0.456104572541247,0.311748404884735,-0.114741193451422,0.334663611317096,0.255678854293896,-0.0590106990935069,-0.12546945725365,-0.225300254224461,-0.113810919833058,-0.0689397439366192,-0.0739265712658736,-0.0126289436561912,-0.134983908870321,-0.142327984460107,-0.0998122916930955,0.0686781532769162,0.0722992674262407,0.00228738991310716,-0.138959855156533,-0.167444414654759,-0.722121157599674,-0.716623541866318,-0.183313601980635,-0.219779134550905,0.0504610555517264,-0.00943891069765869,0.0232703120602798,1,0.962309861565035,-0.719083659681044,-0.70371740429919,-0.262838097050251,-0.100788772711251,0.0959968653056371,0.0583048947544939,0.0291084206160006,0.0516271523760497,0.0929687306070423,-0.0156165553239004,-0.120417575697799,-0.20397130185654,-0.190451889488008,-0.059134857841814,-0.0589846908038402,-0.153321719390466,0.0437194141632721,-0.524689500009752,-0.286138691984433,0.0369186510359516,-0.215504153345718,0.0656384674660288,0.0342861951791174,0.514712731027189,-0.480406066241574,-0.030603959245307,-0.242709037639705,-0.740670527287629,-0.726190213758614,-0.230667178907352
"Punt.Yard",-0.264336243712761,-0.492328365142867,-0.615631757513107,0.0734470170352965,-0.112486683155224,-0.27748877670812,-0.429363902108079,0.286026781227627,-0.116655379663757,0.305825477998258,0.242052470901502,-0.055993669708577,-0.105326676914465,-0.188656340023858,-0.0862212347768596,-0.0291616723276112,-0.0545159838320918,0.00457756203335031,-0.123063358115892,-0.122512590920862,-0.0803335120554203,0.0593935015875056,0.0691879339665397,0.000712303585662727,-0.100308178134287,-0.119206632431475,-0.675768163721058,-0.666313236913775,-0.195621677013133,-0.219413015512071,0.0463583899603791,-0.00874193862819405,0.00769210600352959,0.962309861565035,1,-0.664836644500153,-0.635049735553988,-0.186141233684818,-0.124187517302961,0.0885598081751483,0.0632972118250905,0.0311427212954756,0.0713521490505572,0.0786272956687217,-0.0187713026738377,-0.120133129453112,-0.189138356293959,-0.179983627579066,-0.0470550401693185,-0.0554213585198531,-0.119215119291828,0.0351987910969199,-0.515350077652942,-0.267891227189721,0.0387564761332812,-0.232931191658594,0.0795910434041515,0.0536864194306848,0.482188411328722,-0.475367143342011,-0.0565307289233936,-0.256675930722051,-0.711542375120275,-0.695903839934837,-0.19912047357516
"Kickoff",0.232104710550469,0.493232437313343,0.725003218807427,0.105593225068226,0.285013701860777,0.477120618508693,0.654082342782517,-0.394302793206307,0.0992170476616701,-0.457629166990592,-0.332000138796689,0.20431973094545,0.365505819207418,0.450028332952439,0.285898123345373,0.122542014294993,0.0758531219230882,0.112731039503195,0.416984567346903,0.36565217878177,0.335482745131505,-0.0437766478166188,-0.0263369303859461,0.0249539812419491,0.277491117825724,0.379753840607373,0.945453431992083,0.946622933507535,0.135016659181722,0.180272469677815,0.0116810349561244,0.0819925772212668,0.059862597978176,-0.719083659681044,-0.664836644500153,1,0.978956356959885,0.43227336986034,0.116273584425911,-0.211179291208185,-0.114229258642265,-0.0986945334579522,0.0688490875721989,-0.136008861428881,0.344044519225493,0.410109919168641,0.483709191887521,0.456374492402696,0.188635715610176,0.13583863068646,0.487931727644652,0.0233082313670994,0.471575720438798,0.441827339738529,0.0110726089143641,0.0803552821162836,0.0695329983813861,0.123060368822988,-0.30286724113663,0.516325107645181,-0.218737422822852,0.0587134423239504,0.877317521254046,0.868035879585312,0.413963053710255
"Kickoff.Yard",0.21903264402106,0.476630362823663,0.69868680270015,0.0854188875303276,0.261894760514151,0.453517696804276,0.629211533064021,-0.394412435303119,0.0921379753335766,-0.462108847035138,-0.321468723993563,0.213657874698124,0.384410217680038,0.461439526786511,0.28813576095732,0.120447704961727,0.0752709825917041,0.118132396891037,0.399286086362327,0.349993282842,0.325049701494099,-0.0427235761335042,-0.0236541783846578,0.0229266239010376,0.303307917785804,0.410838731498991,0.914834085675832,0.9197812722007,0.108971067666097,0.165777474820175,-0.00368197745649803,0.0601231012510415,0.0714723224839918,-0.70371740429919,-0.635049735553988,0.978956356959885,1,0.502288380380255,0.0485631928861955,-0.21429010859236,-0.100527431293452,-0.0979171904445895,0.0703429476524039,-0.162877158467785,0.345094720725136,0.412049513970208,0.49101340205063,0.463710930170855,0.201200995245131,0.123328464273578,0.494149496491591,0.011135333738822,0.45014596186354,0.419811272520281,-0.0064452890297235,0.0895762245567044,0.0620257573823725,0.117974146137717,-0.320069308833076,0.487161106943217,-0.258794379331373,0.0267742846877125,0.837156385046529,0.833073522504727,0.422618274086655
"Kickoff.Touchback",0.11327777840194,0.212227188785248,0.288615543067138,0.0642088124298623,0.141710459002556,0.230007759628806,0.275520848839219,-0.151040987444752,0.0472734866377045,-0.474680998025293,-0.420549187781274,0.0387888811008621,0.178274296641769,0.185517006270558,0.103242419211201,0.171483273591522,0.13124708224046,0.150351374534195,0.116069249153788,0.0930073933743482,0.0854938610397939,-0.0374455746020301,-0.0106393800426951,-0.0109476836867437,0.178869435387466,0.257810629935258,0.387483756629756,0.397955149859248,0.027911717092387,0.0606568819676128,-0.0177938900872618,-0.0194065669925169,0.0201821659740594,-0.262838097050251,-0.186141233684818,0.43227336986034,0.502288380380255,1,-0.154010165401941,-0.00793902295035151,-0.00270052279702027,0.00695616855138879,0.0811232515719408,-0.138597855319314,0.147676680685503,0.165279077818849,0.256510732556893,0.225003121653526,0.131316690152059,0.0184485675839156,0.315036766410668,-0.0734966718201593,0.203018690283546,0.209294901645242,0.019671147550316,0.0227044753660971,0.0257361689419167,0.0692363687081594,-0.0574305564025264,0.254681174144082,-0.134576469551369,0.00346493571010287,0.342886372619901,0.352044941672422,0.200582343562695
"Kickoff.Out.Of.Bounds",0.00256262555775049,0.0491694762312306,0.0868393738177797,0.0295725275841568,0.0350350745944088,0.075048953862492,0.122165302479972,-0.0182328745324816,-0.0450355903861157,0.0567028259601766,0.0847348107724248,0.0112169260735134,-0.0134961463359307,0.002376696984497,0.0350522102197143,0.0406294839356635,-0.00408314449938035,0.0184105781383883,0.0514474036687616,0.0301377310136999,0.0199695210417859,0.00941186822548045,0.0699776849026035,0.114070359480014,-0.0707156327040666,-0.0662083446226155,0.141206632020495,0.131794481305671,0.0112387563945795,-0.0191964880379029,0.065068085729949,0.041187655227814,-0.017898490041783,-0.100788772711251,-0.124187517302961,0.116273584425911,0.0485631928861955,-0.154010165401941,1,-0.0665953911167326,0.0196085723426022,0.0491216581683469,-0.0139019287278637,-0.0534649375781107,0.0278732815264981,0.0417126890067155,0.037861821375442,0.0387720127789826,0.00506060355360555,-0.0323738419240338,-0.0259491130118476,0.0563842396400591,0.0402951980021253,0.0744218497380201,0.0581171551713308,0.010197045519482,0.110764468414626,0.0931595416829961,-0.0687221796633263,0.0446149134848034,0.0313595267720372,0.0462350722517963,0.133285526183965,0.135702999771251,-0.0198860400850971
"Kickoff.Onside",-0.121672164355299,-0.139756283501399,-0.136188682320874,0.183445404775977,0.148164754817556,0.0893858902025132,-0.0148487152181581,0.18485210188482,0.0643857100462347,0.282995577227372,0.230509600920795,-0.0315452301580172,-0.282958964616987,-0.245674488440647,-0.0765260890218099,-0.0262851879605805,-0.0145834889350563,-0.0220969701797427,-0.246207703465025,-0.213202265928868,-0.150467675339464,0.0392929410603364,0.0458252829862896,0.0552624728208017,-0.096156411838827,-0.103195566905795,-0.132694795512543,-0.130840986906316,0.130040003436166,0.0636449827261274,0.0658209628154345,0.0390578188814093,-0.152902549965987,0.0959968653056371,0.0885598081751483,-0.211179291208185,-0.21429010859236,-0.00793902295035151,-0.0665953911167326,1,-0.0111485608221214,0.0598308822375825,0.0852439260396239,0.075819686468272,-0.191593821548164,-0.234329198799382,-0.265158356867543,-0.257769977700397,-0.0731111211260243,-0.0242175649702723,-0.143966055436833,0.0140597576403555,-0.133139082258114,0.0963671881835355,0.146600265696475,-0.110797401903719,0.0239666470682907,0.0332935867069013,0.188529127476277,0.014583421542243,0.254534949680239,0.192321644048125,-0.127568920530248,-0.0990837172235926,-0.134995470227655
"Fumble",0.15479665485284,0.101876424731132,0.00654010508396798,-0.121758022625485,-0.158218170435894,-0.161106954358613,-0.154709266801653,0.0220474275428932,0.00663655244304417,0.142115115909994,0.135985498386172,0.0130038412602875,0.108724903189793,0.0243297768751402,-0.0417352957015205,0.0826139860853467,0.0593902011828759,0.0107888609718777,0.0072191269655154,0.0205897539053923,-0.00308753422263107,-0.00207111284965367,-0.00494089881751298,-0.0422568684102587,-0.116489166584721,-0.122506127877426,-0.0980602903259143,-0.104876232795221,0.0291493024041148,0.056542253848973,-0.0324210129505221,-0.0930993469203684,-0.00528818473865645,0.0583048947544939,0.0632972118250905,-0.114229258642265,-0.100527431293452,-0.00270052279702027,0.0196085723426022,-0.0111485608221214,1,0.764083330807226,0.087033132135109,-0.0722057086138343,-0.0095215797008289,0.00966289471252735,0.0251395528321683,0.0206724305558486,-0.0916893280975885,0.0278933901162389,0.0138843268078814,-0.0114722999706103,0.112973951317903,-0.183615618152839,-0.0301925974937339,-0.0874117445338989,0.163165212303002,0.155427587739153,0.0378910793902321,-0.121879573108246,0.196030624513192,0.132192815403559,-0.105846324731616,-0.114306058647527,-0.163392909452305
"Fumble.Lost",0.110341410146584,0.076262940762339,-0.00724060279413075,-0.0233036600572485,-0.0382332663544088,-0.0743226661325262,-0.101167463604421,0.0333877904826563,0.0325517150949858,0.150171868673635,0.124421253562662,0.012780678554124,0.0440828747163083,-0.00990664182553541,-0.0149653972798821,0.0754571230796264,0.0578586938162318,0.0325784925469159,-0.0330785696111317,-0.0164681554537689,-0.012059257000676,0.0666776619402642,0.0396237323121991,0.000209631025221563,-0.118640507430256,-0.119494980328437,-0.0725827412737087,-0.0820554023581726,0.0443832306647194,0.0739653145632209,-0.00370716467343911,-0.0629043544066007,0.02532177469021,0.0291084206160006,0.0311427212954756,-0.0986945334579522,-0.0979171904445895,0.00695616855138879,0.0491216581683469,0.0598308822375825,0.764083330807226,1,0.0877383426381817,-0.0380176800405465,-0.00159844953961429,0.00514516218949504,-0.000622900450170519,-0.00439304182206826,-0.123267170834088,0.0671111591088412,-0.0130193617973828,0.0582466715409017,0.0878264954850005,-0.0829329680195395,0.000344126425367679,-0.121319267505974,0.100236934926753,0.113129861808374,0.0735935692750777,-0.0568308207746892,0.215340957962757,0.16638643289186,-0.0641600033283473,-0.0808526297487134,-0.14998727135313
"Tackle.Solo",-0.199988112765983,-0.126652253503607,-0.0572003490104879,0.297918306221801,0.261631832022107,0.262922811665103,0.218493962796456,0.20248032012315,0.0396320937411976,0.192466086773685,0.198957402466137,0.118437982743985,-0.10204081565488,-0.0958676689611043,-0.0557375105885245,0.140434897494516,0.105886755793455,0.0347410061354628,0.0383203735665392,0.0750643564161044,0.0555624832708138,-0.0465568139963409,-0.00379227923486128,0.0459812703325765,-0.0739944608671392,-0.0756373648015457,0.114615291946105,0.119173009164903,-0.0449140775064098,-0.0182431829663995,0.0346501977974248,0.00936748322931054,-0.0123454793430471,0.0516271523760497,0.0713521490505572,0.0688490875721989,0.0703429476524039,0.0811232515719408,-0.0139019287278637,0.0852439260396239,0.087033132135109,0.0877383426381817,1,-0.609857695624946,0.101460596795584,0.0617261020850083,0.0310510322451724,0.0162885770987004,-0.0920500064681704,0.184169697696954,0.0434525284514374,-0.0655694203747689,-0.118674826711005,0.237468870314268,0.170893926876418,-0.461212435607616,0.148379298384152,0.168475508746505,0.0483481232417246,-0.0251382560871936,0.0762653831441322,0.0142816596828483,0.0539493140591964,0.0677262534510936,-0.0740012305831248
"Tackle.Assist",-0.0646715233320221,-0.0598693190298718,-0.122652903921952,0.0342964282241607,0.020387659598173,-0.0257430115641382,-0.0348311437343121,0.0192806812021123,0.00994945001723639,0.114634719269089,0.078249562207357,-0.00201379668665251,-0.170107968156986,-0.126402905731304,-0.0454444095637575,-0.155910895577622,-0.0709724645454194,-0.0972010534941476,-0.123736643519423,-0.116419201209665,-0.12718381772757,0.0933002071408338,0.0344179735783818,-0.0529093044422248,-0.0471694309768037,-0.0710900690511522,-0.13391993018734,-0.140814786256926,0.110241544215427,0.0434707735245736,0.0538600978309243,0.0498113378379777,-0.0440872240751837,0.0929687306070423,0.0786272956687217,-0.136008861428881,-0.162877158467785,-0.138597855319314,-0.0534649375781107,0.075819686468272,-0.0722057086138343,-0.0380176800405465,-0.609857695624946,1,-0.265937769190625,-0.30089608926357,-0.285548082991913,-0.289800594380926,0.0710507290043519,-0.096239532126232,-0.0604379754841405,0.0742406135960336,-0.0669618890807263,-0.0270694244321614,0.0155290059843217,-0.200962124369886,-0.146128358591002,-0.120540193217558,0.0640460361408031,-0.0417520929730907,0.0790765265980882,0.0217069090654895,-0.135544052854953,-0.147156065851635,-0.0399388958111644
