Game Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site,Home Rush Att,Home Rush Yard,Home Rush TD,Home Pass Att,Home Pass Comp,Home Pass Yard,Home Pass TD,Home Pass Int,Home Pass Conv,Home Kickoff Ret,Home Kickoff Ret Yard,Home Kickoff Ret TD,Home Punt Ret,Home Punt Ret Yard,Home Punt Ret TD,Home Fum Ret,Home Fum Ret Yard,Home Fum Ret TD,Home Int Ret,Home Int Ret Yard,Home Int Ret TD,Home Misc Ret,Home Misc Ret Yard,Home Misc Ret TD,Home Field Goal Att,Home Field Goal Made,Home Off XP Kick Att,Home Off XP Kick Made,Home Off 2XP Att,Home Off 2XP Made,Home Def 2XP Att,Home Def 2XP Made,Home Safety,Home Points,Home Punt,Home Punt Yard,Home Kickoff,Home Kickoff Yard,Home Kickoff Touchback,Home Kickoff Out-Of-Bounds,Home Kickoff Onside,Home Fumble,Home Fumble Lost,Home Tackle Solo,Home Tackle Assist,Home Tackle For Loss,Home Tackle For Loss Yard,Home Sack,Home Sack Yard,Home QB Hurry,Home Fumble Forced,Home Pass Broken Up,Home Kick/Punt Blocked,Home 1st Down Rush,Home 1st Down Pass,Home 1st Down Penalty,Home Time Of Possession,Home Penalty,Home Penalty Yard,Home Third Down Att,Home Third Down Conv,Home Fourth Down Att,Home Fourth Down Conv,Home Red Zone Att,Home Red Zone TD,Home Red Zone Field Goal,Away Rush Att,Away Rush Yard,Away Rush TD,Away Pass Att,Away Pass Comp,Away Pass Yard,Away Pass TD,Away Pass Int,Away Pass Conv,Away Kickoff Ret,Away Kickoff Ret Yard,Away Kickoff Ret TD,Away Punt Ret,Away Punt Ret Yard,Away Punt Ret TD,Away Fum Ret,Away Fum Ret Yard,Away Fum Ret TD,Away Int Ret,Away Int Ret Yard,Away Int Ret TD,Away Misc Ret,Away Misc Ret Yard,Away Misc Ret TD,Away Field Goal Att,Away Field Goal Made,Away Off XP Kick Att,Away Off XP Kick Made,Away Off 2XP Att,Away Off 2XP Made,Away Def 2XP Att,Away Def 2XP Made,Away Safety,Away Points,Away Punt,Away Punt Yard,Away Kickoff,Away Kickoff Yard,Away Kickoff Touchback,Away Kickoff Out-Of-Bounds,Away Kickoff Onside,Away Fumble,Away Fumble Lost,Away Tackle Solo,Away Tackle Assist,Away Tackle For Loss,Away Tackle For Loss Yard,Away Sack,Away Sack Yard,Away QB Hurry,Away Fumble Forced,Away Pass Broken Up,Away Kick/Punt Blocked,Away 1st Down Rush,Away 1st Down Pass,Away 1st Down Penalty,Away Time Of Possession,Away Penalty,Away Penalty Yard,Away Third Down Att,Away Third Down Conv,Away Fourth Down Att,Away Fourth Down Conv,Away Red Zone Att,Away Red Zone TD,Away Red Zone Field Goal,Attendance,Duration,Stadium,City,State,Capacity,Surface,Year Opened,Home Team Name,Home Conference Code,Away Team Name,Away Conference Code,Home Conference,Home Subdivision,Away Conference,Away Subdivision,Home Win
110007720071222,12/22/2007,110,77,89,Neutral,28,34,0,35,21,231,2,0,0,4,99,0,2,4,0,0,0,0,1,2,0,1,-11,0,1,1,2,2,0,0,0,0,0,17,8,256,4,222,0,0,0,2,2,44,28,6.0,31,3.0,21,0,0,8,1,6,9,2,1607,2,20,15,5,1,0,3,2,1,47,162,0,29,11,154,1,1,0,4,58,0,2,-2,0,1,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,16,8,295,4,230,0,0,0,2,1,39,28,10.0,37,3.0,18,0,2,7,0,13,5,0,1993,5,46,17,6,0,0,3,1,1,40712,203.0,Sam Boyd Stadium,Las Vegas,NV,36800,TurfTech,1971,BYU,5486,UCLA,905,Mountain West,FBS,Pacific-10 Conference,FBS,1
466047320071222,12/22/2007,466,473,87,Home,40,194,0,37,20,354,2,1,0,1,26,0,6,54,0,0,0,0,0,0,0,0,0,0,6,3,2,2,0,0,0,0,0,23,2,81,6,368,0,0,0,3,1,34,24,8.0,32,3.0,16,22,0,4,0,13,11,2,1896,4,35,12,3,1,0,4,0,1,30,73,0,31,13,137,0,0,0,6,101,0,0,0,0,0,0,0,1,3,0,2,102,0,0,0,0,0,0,0,0,0,0,0,11,463,1,67,0,0,0,1,1,45,32,4.0,24,2.0,17,0,2,4,2,4,7,1,1704,8,59,14,3,1,0,0,0,0,30223,197.0,University Stadium,Albuquerque,NM,40000,Grass,1960,New Mexico,5486,Nevada,923,Mountain West,FBS,Western Athletic Conference,FBS,1
664014020071222,12/22/2007,664,140,2,Neutral,26,71,0,52,30,334,4,3,0,3,90,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,4,188,6,394,4,0,0,1,1,66,18,7.0,38,4.0,29,1,0,2,0,2,16,3,1584,8,51,14,6,2,1,5,3,1,49,217,1,32,18,122,2,3,0,2,30,0,2,8,0,0,0,0,3,9,0,0,0,0,0,0,3,3,0,0,0,0,0,21,6,235,3,209,0,0,1,0,0,49,9,9.0,34,3.0,11,0,1,6,0,12,6,1,2016,8,80,17,6,4,1,3,3,0,35258,214.0,Legion Field,Birmingham,AL,71594,FieldTurf,1927,Cincinnati,823,Southern Mississippi,24312,Big East Conference,FBS,Conference USA,FBS,1
66019620071223,12/23/2007,66,196,39,Neutral,50,322,4,22,13,154,1,0,0,6,153,0,2,5,0,1,4,0,2,27,0,0,0,0,2,2,5,5,0,0,0,0,0,41,7,302,7,413,0,0,0,2,1,53,4,3.0,17,1.0,7,6,2,2,0,14,6,2,2024,7,50,15,6,1,1,6,4,2,24,98,1,44,30,270,2,2,0,7,266,1,1,-1,0,1,47,1,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,38,4,169,7,384,0,0,0,3,2,59,14,4.0,12,2.0,10,4,1,2,0,3,18,1,1576,4,50,12,6,0,0,3,2,1,30467,218.0,Aloha Stadium,Honolulu,HI,50000,FieldTurf,1975,East Carolina,24312,Boise State,923,Conference USA,FBS,Western Athletic Conference,FBS,1
559012920071226,12/26/2007,559,129,67,Neutral,44,143,2,35,17,292,4,0,0,9,139,0,0,0,0,1,11,0,2,55,0,0,0,0,2,2,6,6,0,0,0,0,0,48,8,342,9,448,0,0,0,0,0,40,40,6.0,23,2.0,13,2,1,4,0,9,12,1,1842,3,20,17,7,0,0,5,4,1,27,41,3,54,35,546,3,2,0,9,148,0,2,34,0,0,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,0,0,51,5,203,9,545,0,0,0,2,1,45,38,9.0,32,6.0,29,1,0,4,0,3,25,0,1758,6,44,15,6,1,1,7,4,3,60624,226.0,Ford Field,Detroit,MI,65000,FieldTurf,2002,Central Michigan,875,Purdue,827,Mid-American Conference,FBS,Big Ten Conference,FBS,0
28070320071227,12/27/2007,28,703,16,Neutral,54,300,6,32,21,174,1,0,0,6,100,0,1,21,0,1,5,0,3,5,0,0,0,0,1,1,7,7,0,0,0,0,0,52,6,219,9,503,0,0,0,4,1,46,18,8.0,49,4.0,41,0,3,5,0,15,10,2,2179,9,74,19,8,2,1,5,4,1,27,22,1,50,25,305,3,3,0,9,167,0,4,8,0,1,3,0,0,0,0,0,0,0,2,2,4,4,0,0,0,0,0,34,5,182,7,335,0,0,0,5,2,56,26,11.0,49,2.0,25,0,2,3,0,6,14,3,1421,6,50,14,5,3,2,4,3,1,64020,252.0,Qualcomm Stadium,San Diego,CA,71294,Grass,1967,Texas,25354,Arizona State,905,Big 12 Conference,FBS,Pacific-10 Conference,FBS,1
67041620071228,12/28/2007,67,416,32,Neutral,39,172,0,36,14,131,2,4,1,5,178,0,5,8,0,0,0,0,1,16,0,0,0,0,2,2,1,1,1,1,0,0,0,21,6,252,5,308,1,0,0,3,1,52,6,8.0,44,3.0,39,1,1,5,0,8,9,1,1933,1,15,18,6,3,1,4,2,1,30,27,0,47,22,249,3,1,0,4,65,0,4,37,0,0,0,0,4,59,0,0,0,0,1,1,3,3,0,0,0,0,0,24,9,375,5,311,0,0,0,2,1,48,18,1.0,4,0.0,0,4,0,2,0,4,12,1,1667,4,22,18,5,2,1,3,1,1,46554,214.0,Citrus Bowl,Orlando,FL,65438,Grass,1947,Michigan State,827,Boston College,821,Big Ten Conference,FBS,Atlantic Coast Conference,FBS,0
288069820071228,12/28/2007,288,698,128,Neutral,39,116,2,30,21,249,0,1,0,3,55,0,3,65,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,20,7,263,5,243,0,0,0,0,0,52,15,9.0,44,5.0,28,0,0,4,0,6,12,1,1892,11,85,15,5,1,1,4,2,2,30,32,0,38,23,335,1,0,0,5,83,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,13,6,301,3,145,0,0,1,0,0,60,25,5.0,30,2.0,21,0,0,2,0,3,15,2,1708,6,73,16,4,2,1,3,0,2,62097,212.0,Reliant Stadium,Houston,TX,69500,Grass,2002,TCU,5486,Houston,24312,Mountain West,FBS,Conference USA,FBS,1
392052820071228,12/28/2007,392,528,17,Neutral,54,275,2,23,13,108,1,1,0,3,63,0,4,54,0,0,0,0,2,45,0,0,0,0,1,0,3,3,0,0,0,0,0,21,5,161,4,212,0,0,0,3,2,39,6,7.0,30,2.0,19,2,1,2,0,17,5,2,1993,7,54,15,7,0,0,5,3,0,25,19,0,29,17,205,2,2,0,4,64,0,2,-3,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,14,7,263,3,175,0,0,0,1,0,60,26,8.0,28,5.0,23,2,3,1,0,2,7,2,1607,7,57,11,2,0,0,2,1,0,32517,200.0,AT&T Park,San Francisco,CA,37000,Grass,2000,Oregon State,905,Maryland,821,Pacific-10 Conference,FBS,Atlantic Coast Conference,FBS,1
128043020071229,12/29/2007,128,430,115,Neutral,41,160,1,20,8,39,0,1,0,2,29,0,2,5,0,0,0,0,3,45,0,0,0,0,1,1,1,1,0,0,0,0,0,10,11,384,3,131,0,0,0,0,0,50,24,11.0,28,3.0,17,0,0,2,0,8,2,0,1732,5,45,13,2,0,0,3,1,1,47,131,0,24,10,88,0,3,0,1,6,0,6,54,0,0,0,0,1,-3,0,0,0,0,3,1,0,0,0,0,0,0,0,3,6,257,2,106,0,0,0,2,1,43,20,10.0,34,1.0,12,0,1,1,0,7,4,2,1868,3,25,17,4,1,0,2,0,0,63816,193.0,Liberty Bowl,Memphis,TN,62380,FieldTurf,1965,Mississippi State,911,UCF,24312,Southeastern Conference,FBS,Conference USA,FBS,1
164074920071229,12/29/2007,164,749,79,Neutral,36,144,2,38,29,268,1,1,0,2,33,0,4,26,0,0,0,0,1,6,0,0,0,0,1,1,3,3,0,0,0,0,0,24,6,228,5,285,0,0,0,2,1,47,4,7.0,33,2.0,15,4,0,4,0,9,13,1,2091,1,6,16,8,0,0,3,2,0,30,115,0,29,13,98,0,1,0,5,156,0,3,75,1,0,0,0,1,-2,0,0,0,0,1,1,1,1,0,0,0,0,0,10,7,306,3,173,1,0,0,0,0,55,16,12.0,51,2.0,17,0,1,2,0,4,5,0,1509,2,30,17,5,2,0,1,0,1,53126,193.0,Bank of America Stadium,Charlotte,NC,73248,Grass,1996,Wake Forest,821,Connecticut,823,Atlantic Coast Conference,FBS,Big East Conference,FBS,1
539069720071229,12/29/2007,539,697,130,Neutral,38,164,2,31,19,164,0,1,0,3,74,0,3,5,0,0,0,0,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,17,6,330,4,277,1,0,0,4,2,26,64,3.0,3,0.0,0,0,1,5,0,9,8,0,1820,4,45,16,6,2,1,4,2,1,41,270,2,31,15,143,1,1,0,3,48,0,4,21,0,0,0,0,1,0,0,0,0,0,2,1,3,3,0,0,0,0,0,24,5,257,5,332,2,0,0,2,1,27,58,6.0,22,1.0,11,0,2,2,0,16,6,1,1780,2,15,16,6,2,2,2,1,1,66166,221.0,Alamodome,San Antonio,TX,65000,AstroTurf,1993,Texas A&M,25354,Penn State,827,Big 12 Conference,FBS,Big Ten Conference,FBS,0
8015720071230,12/30/2007,8,157,60,Neutral,28,75,0,40,24,322,3,2,0,6,126,0,0,0,0,1,6,0,1,35,0,0,0,0,2,1,3,3,0,0,0,0,0,24,4,127,5,273,0,0,0,1,0,40,30,5.0,16,1.0,8,4,1,3,0,3,16,0,1821,4,30,16,9,1,0,2,2,0,37,132,0,32,19,256,3,1,0,5,94,0,0,0,0,0,0,0,2,17,0,0,0,0,3,3,3,3,0,0,0,0,0,30,4,180,7,435,0,1,0,2,1,38,30,8.0,29,1.0,8,3,0,4,1,9,13,0,1779,4,21,14,7,0,0,3,1,2,47043,200.0,Independence Stadium,Shreveport,LA,53000,AstroPlay,1976,Colorado,25354,Alabama,911,Big 12 Conference,FBS,Southeastern Conference,FBS,0
107072120071231,12/31/2007,107,721,125,Neutral,61,312,3,20,9,113,1,0,0,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,36,3,125,7,374,1,0,1,0,0,44,12,3.0,7,0.0,0,0,1,4,0,18,5,1,2107,5,44,16,5,5,4,6,4,2,34,202,3,27,21,305,3,0,0,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,42,1,43,7,399,1,0,0,2,2,63,12,7.0,27,0.0,0,0,0,2,0,11,14,1,1493,3,25,9,7,1,0,5,4,0,40905,212.0,Amon Carter Stadium,Fort Worth,TX,46000,Grass,1929,Air Force,5486,California,905,Mountain West,FBS,Pacific-10 Conference,FBS,0
147003720071231,12/31/2007,147,37,38,Neutral,47,190,2,43,26,233,1,1,0,3,92,0,3,25,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0,0,23,8,309,4,266,0,0,0,0,0,46,20,9.0,37,3.0,13,0,0,5,0,12,11,1,1846,6,40,19,7,2,1,4,3,1,40,189,2,33,14,104,0,0,0,4,103,0,1,8,0,0,0,0,1,0,0,0,0,0,4,2,2,2,0,0,0,0,0,20,8,345,4,277,1,0,0,1,0,62,22,10.0,36,1.0,10,0,0,2,0,9,3,0,1754,1,5,19,5,2,2,3,1,2,74413,224.0,Georgia Dome,Atlanta,GA,71250,FieldTurf,1992,Auburn,911,Clemson,821,Southeastern Conference,FBS,Atlantic Coast Conference,FBS,1
255009620071231,12/31/2007,255,96,42,Neutral,42,286,4,31,23,285,1,0,0,5,125,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,4,4,1,0,0,0,0,40,2,24,7,413,0,0,0,2,1,40,34,9.0,38,3.0,23,0,0,6,0,16,11,2,2009,10,80,11,8,0,0,4,2,1,40,161,2,32,17,218,2,1,0,7,60,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,28,4,151,5,310,0,0,0,1,0,49,24,1.0,1,0.0,0,0,2,4,1,10,11,2,1591,8,62,16,10,2,1,2,2,0,27062,215.0,Bronco Stadium,Boise,ID,30000,AstroPlay,1970,Fresno State,923,Georgia Tech,821,Western Athletic Conference,FBS,Atlantic Coast Conference,FBS,1
306052120071231,12/31/2007,306,521,10,Neutral,49,211,4,34,24,302,3,1,0,6,103,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,49,3,106,8,504,2,0,0,3,1,47,16,8.0,31,1.0,10,0,0,3,0,12,15,2,1912,10,103,13,7,2,2,7,7,0,33,179,2,44,23,220,2,0,0,6,107,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,3,1,0,0,0,0,33,5,182,6,366,0,0,1,0,0,64,12,7.0,16,0.0,0,0,2,1,0,9,10,2,1688,10,80,16,7,2,1,4,3,1,48892,232.0,Sun Devil Stadium,Tempe,AZ,73000,Grass,1958,Oklahoma State,25354,Indiana,827,Big 12 Conference,FBS,Big Ten Conference,FBS,1
334023420071231,12/31/2007,334,234,118,Neutral,33,204,2,50,22,276,1,2,0,3,44,0,1,16,0,1,51,0,1,24,1,0,0,0,1,0,4,4,0,0,0,0,0,28,6,250,4,257,1,0,1,1,0,41,54,6.0,30,3.0,27,0,4,2,0,8,14,0,1775,10,102,16,6,3,1,4,3,0,36,143,1,50,32,358,4,1,0,3,57,0,2,36,0,0,0,0,2,34,0,0,0,0,2,0,5,5,0,0,0,0,0,35,5,199,6,390,3,0,0,5,3,38,30,1.0,13,1.0,13,0,1,10,1,7,19,3,1825,7,45,14,6,0,0,6,4,0,68661,252.0,LP Field,Nashville,TN,67000,Grass,1999,Florida State,821,Kentucky,911,Atlantic Coast Conference,FBS,Southeastern Conference,FBS,0
651052920071231,12/31/2007,651,529,124,Neutral,43,353,1,30,17,180,4,0,0,3,89,0,1,26,0,0,0,0,4,49,2,0,0,0,2,2,6,6,1,1,0,0,0,56,4,190,10,683,8,0,0,3,1,51,16,10.0,35,3.0,21,2,1,12,0,15,10,0,1517,13,138,14,8,0,0,6,4,2,34,88,0,47,24,236,2,4,1,2,53,0,2,24,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,0,0,0,21,6,265,4,271,1,0,0,2,1,51,12,6.0,14,1.0,6,0,1,5,0,7,12,6,2083,8,64,14,4,1,1,3,1,2,49867,235.0,Sun Bowl,El Paso,TX,50426,AstroPlay,1963,Oregon,905,South Florida,823,Pacific-10 Conference,FBS,Big East Conference,FBS,1
277025720080101,01/01/2008,277,257,58,Neutral,40,159,3,27,14,175,1,1,0,3,128,0,0,0,0,0,0,1,4,2,0,0,0,0,2,2,5,5,0,0,0,0,0,41,3,145,8,508,0,1,0,1,0,52,16,10.0,53,8.0,48,3,2,5,0,9,10,0,1761,11,100,14,6,2,0,6,4,0,18,-5,0,57,35,311,1,4,0,7,175,0,3,8,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,10,3,102,3,191,0,0,0,2,2,42,18,2.0,4,0.0,0,0,1,3,0,2,14,4,1839,11,90,17,7,2,0,3,1,1,74383,245.0,Louisiana Superdome,New Orleans,LA,69082,FieldTurf,1975,Georgia,911,Hawai'i,923,Southeastern Conference,FBS,Western Athletic Conference,FBS,1
301065720080101,01/01/2008,301,657,15,Neutral,43,344,3,38,26,289,4,1,0,3,47,0,4,41,0,0,0,0,2,5,0,0,0,0,0,0,7,7,0,0,0,0,0,49,6,217,8,574,5,0,0,0,0,46,14,15.0,60,5.0,29,0,6,4,0,14,14,2,1840,11,130,13,6,0,0,7,6,0,37,144,1,36,22,301,1,2,0,3,68,0,1,4,0,0,0,0,1,45,0,0,0,0,2,1,2,2,0,0,0,0,0,17,6,268,4,232,0,0,0,6,2,63,12,6.0,31,2.0,20,0,0,3,0,8,8,3,1760,6,66,14,4,1,0,3,0,1,93923,220.0,Rose Bowl,Pasadena,CA,91136,Grass,1922,USC,905,Illinois,827,Pacific-10 Conference,FBS,Big Ten Conference,FBS,1
418023520080101,01/01/2008,418,235,32,Neutral,32,230,2,34,18,169,3,0,0,5,52,0,2,41,0,0,0,0,2,9,0,0,0,0,2,0,5,5,0,0,0,0,0,35,3,118,6,348,0,0,0,1,0,52,28,9.0,33,3.0,24,1,3,4,0,8,10,0,1662,9,49,11,2,4,2,6,5,0,47,151,2,39,25,373,3,2,0,6,118,0,0,0,0,0,0,0,0,0,0,1,21,0,2,2,5,5,0,0,0,0,0,41,2,89,7,356,2,0,1,4,2,44,16,5.0,20,1.0,9,8,1,6,1,10,16,2,1938,8,65,15,10,0,0,8,5,1,69748,232.0,Citrus Bowl,Orlando,FL,65438,Grass,1947,Florida,911,Michigan,827,Southeastern Conference,FBS,Big Ten Conference,FBS,0
434003120080101,01/01/2008,434,31,121,Neutral,50,164,1,33,19,197,0,1,0,7,168,0,3,2,0,0,0,0,1,12,0,0,0,0,2,0,1,1,0,0,0,0,0,7,5,194,1,70,1,0,1,5,4,35,14,5.0,33,1.0,13,0,1,3,0,9,8,2,2172,6,50,18,4,5,3,4,1,0,43,323,4,29,12,136,0,1,0,0,0,0,2,5,0,0,0,0,1,26,1,0,0,0,1,1,5,5,0,0,0,0,0,38,6,220,7,411,0,0,0,2,2,59,30,7.0,32,3.0,26,0,4,5,0,14,9,0,1428,6,53,13,6,0,0,3,2,1,73114,214.0,Cotton Bowl,Dallas,TX,68252,Grass,1932,Arkansas,911,Missouri,25354,Southeastern Conference,FBS,Big 12 Conference,FBS,0
700074620080101,01/01/2008,700,746,28,Neutral,47,249,1,28,17,96,2,0,0,6,75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,2,28,8,300,4,272,1,0,0,3,2,47,26,3.0,29,3.0,29,3,1,6,0,13,6,2,1817,3,25,18,9,1,1,3,2,1,20,34,1,69,44,407,3,0,0,3,80,0,4,24,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,4,121,7,407,2,0,1,2,1,45,34,5.0,25,3.0,21,0,1,4,0,4,19,1,1783,9,81,20,9,5,3,5,4,0,60243,250.0,Jacksonville Municipal Stadium,Jacksonville,FL,73800,Grass,1946,Virginia,821,Texas Tech,25354,Atlantic Coast Conference,FBS,Big 12 Conference,FBS,0
796069420080101,01/01/2008,796,694,35,Neutral,29,66,1,43,25,365,2,0,0,2,50,0,4,26,0,1,4,0,1,16,0,0,0,0,1,0,3,3,0,0,0,0,0,21,7,295,4,245,0,0,0,2,1,54,3,5.0,27,3.0,16,0,1,3,0,4,14,0,1650,5,60,18,9,1,1,3,1,0,41,192,1,25,14,155,1,1,0,4,103,0,3,21,0,0,0,0,0,0,0,1,16,0,1,1,2,2,0,0,0,0,0,17,6,268,4,272,2,0,0,1,1,54,10,9.0,23,0.0,0,0,2,2,1,7,8,1,1950,2,10,15,6,1,0,4,2,1,60121,210.0,Raymond James Stadium,Tampa,FL,41441,Grass,1998,Tennessee,911,Wisconsin,827,Southeastern Conference,FBS,Big Ten Conference,FBS,1
768052220080102,01/02/2008,768,522,145,Neutral,43,177,1,33,21,242,2,1,0,9,284,0,3,13,0,0,0,0,0,0,0,1,-27,0,3,3,1,1,2,0,0,0,0,28,4,188,6,403,0,0,1,1,0,40,20,4.0,5,0.0,0,0,0,0,1,9,9,7,2057,13,113,16,4,4,2,7,3,3,39,349,4,19,10,176,2,0,0,6,127,0,2,57,0,0,0,0,1,0,0,0,0,0,4,2,6,6,0,0,0,0,0,48,4,234,9,557,0,0,0,0,0,60,16,7.0,29,3.0,22,0,1,3,0,10,6,1,1543,8,110,12,4,0,0,2,1,1,70016,225.0,University of Phoenix Stadium,Glendale,AZ,73000,Grass,2006,Oklahoma,25354,West Virginia,823,Big 12 Conference,FBS,Big East Conference,FBS,0
328074220080103,01/03/2008,328,742,30,Neutral,42,135,1,31,14,171,1,3,0,5,137,0,2,85,1,0,0,0,1,0,0,0,0,0,2,0,3,3,0,0,0,0,0,21,5,193,3,190,0,0,1,0,0,50,16,6.0,32,4.0,24,1,1,6,0,10,8,2,1783,4,27,17,7,1,1,3,2,0,36,95,1,38,21,249,1,1,0,3,47,0,1,17,0,0,0,0,3,96,1,1,51,0,2,1,3,3,0,0,0,0,0,24,5,250,5,302,0,0,0,1,0,45,20,5.0,32,5.0,32,3,0,2,1,5,13,1,1817,5,70,17,6,3,2,5,2,1,74111,214.0,Dolphins Stadium,Miami,FL,75235,Grass,1987,Virginia Tech,821,Kansas,25354,Atlantic Coast Conference,FBS,Big 12 Conference,FBS,0
587004720080105,01/05/2008,587,47,106,Neutral,31,169,0,49,25,291,3,0,0,7,174,0,2,21,0,0,0,0,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,30,5,206,4,248,0,0,2,2,1,45,18,2.0,14,1.0,12,3,0,3,0,11,13,3,1799,3,25,15,7,1,0,6,3,3,41,292,4,26,16,303,3,1,0,5,65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,52,3,106,9,574,2,0,0,0,0,53,10,9.0,33,6.0,29,5,1,9,0,10,14,1,1801,6,58,12,8,0,0,3,3,0,31455,234.0,Rogers Centre,Toronto,ON,65673,FieldTurf,1989,Ball State,875,Rutgers,823,Mid-American Conference,FBS,Big East Conference,FBS,0
71071920080106,01/06/2008,71,719,3,Neutral,39,238,3,47,29,324,6,0,0,2,46,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,63,5,210,10,509,0,0,0,0,0,48,28,14.0,82,5.0,41,0,3,1,0,16,16,2,1735,3,25,12,6,1,1,9,9,0,34,46,0,27,20,183,0,0,0,10,221,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,5,193,2,132,0,0,0,4,4,45,18,2.0,8,1.0,7,1,0,2,0,5,7,1,1865,4,37,14,4,3,0,3,0,0,36932,208.0,Ladd-Peebles Stadium,Mobile,AL,40646,FieldTurf,1948,Tulsa,24312,Bowling Green,875,Conference USA,FBS,Mid-American Conference,FBS,1
365051820080107,01/07/2008,365,518,58,Neutral,30,145,1,26,15,208,2,2,0,7,124,0,1,9,0,0,0,0,1,23,0,0,0,0,2,1,3,3,0,0,0,0,0,24,3,150,4,280,3,0,1,3,1,47,34,3.0,19,1.0,15,2,1,2,0,6,10,1,1564,7,83,13,3,3,2,3,2,1,49,152,1,27,19,174,4,1,0,2,22,0,1,8,0,1,14,0,2,38,0,1,13,0,1,1,5,5,0,0,0,0,0,38,3,170,7,414,0,0,0,2,0,38,20,6.0,39,5.0,36,3,3,4,1,12,9,4,2036,4,36,18,11,1,1,6,5,1,79651,208.0,Louisiana Superdome,New Orleans,LA,69082,FieldTurf,1975,Ohio State,827,LSU,911,Big Ten Conference,FBS,Southeastern Conference,FBS,0
48041520080828,08/28/2008,48,415,30,Home,38,224,5,27,17,192,1,0,0,1,29,0,5,98,1,0,0,0,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,52,3,118,9,561,0,0,0,1,1,40,14,9.0,35,3.0,22,3,0,6,0,11,10,0,1820,6,41,12,6,2,2,6,5,1,30,49,0,22,11,77,1,0,0,9,140,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,8,287,2,108,0,1,0,2,1,0,0,0.0,0,0.0,0,0,0,0,0,3,2,2,1780,4,17,14,4,1,0,1,1,0,48119,174.0,Dolphins Stadium,Miami,FL,75235,Grass,1987,Miami (Florida),821,Charleston So.,826,Atlantic Coast Conference,FBS,Big South,FCS,1
201012920080828,08/28/2008,201,129,70,Home,44,172,1,31,21,217,3,0,0,1,17,0,3,64,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,31,3,96,6,399,3,0,0,0,0,26,50,6.0,19,4.0,17,3,1,2,0,12,11,3,1834,6,59,14,7,2,0,5,3,1,31,83,0,28,19,201,1,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,12,6,260,4,253,2,1,0,1,1,0,0,0.0,0,0.0,0,0,0,0,0,2,13,3,1766,6,59,14,6,0,0,3,1,2,19732,181.0,Kelly/Shorts Stadium,Mount Pleasant,MI,30199,FieldTurf,1972,Central Michigan,875,Eastern Illinois,902,Mid-American Conference,FBS,OVC,FCS,1
202014020080828,08/28/2008,202,140,97,Home,44,209,2,35,26,348,4,0,0,2,49,0,4,46,0,0,0,0,1,12,0,0,0,0,0,0,6,4,0,0,0,0,0,40,4,183,7,475,2,1,0,2,1,31,22,9.0,36,3.0,27,0,1,2,0,12,16,0,2045,11,106,12,5,3,3,5,5,0,28,48,0,18,13,147,1,1,0,4,101,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,7,8,347,2,124,0,0,0,1,1,0,0,0.0,0,0.0,0,0,0,0,0,2,5,1,1555,3,25,12,2,0,0,1,0,0,26913,166.0,Nippert Stadium,Cincinnati,OH,38000,FieldTurf,1916,Cincinnati,823,Eastern Kentucky,902,Big East Conference,FBS,OVC,FCS,1
